12,68	28,1	59,2
11,61	34,3	30
12,53	34,2	50,76
12,86	30,57	61,94
12,82	29,75	60,99
11,72	31,53	30
11,71	31,86	30
13,31	28,17	80,67
12	35,12	30
12,49	32,63	49,32
12,5	29,42	49,93
12,46	28,06	47,53
11,59	27,23	19,69
12,24	34,1	42,75
13,47	28,18	80,66
13,13	35,16	75
11,86	27,55	21,24
11,54	28,12	23,52
12,03	34,84	32,12
12,83	31,7	60,02
12,24	27,31	37,58
12,26	31,57	43,41
11,68	34,27	30
11,99	27,93	22,89
12,98	29,84	72,8
13,28	35,12	75
11,58	28,28	24,08
12,49	28,34	49,35
12,06	28	27,27
12,13	30,58	38,23
12,53	34,03	50,95
13,26	27,05	84,84
13,18	30,27	75
12,01	29,66	29,39
11,8	30,92	30
12,99	33,89	73,39
12,7	35,9	55,47
12,9	33,55	64,09
13,09	33,2	75
11,53	30,35	30
12,23	33,73	42,52
11,6	28,39	24,49
12,9	31,29	64,31
12,49	34,21	49,74
13,16	33,36	75
11,74	26,77	16,92
12,12	32,03	37,57
13,35	31,65	75
13,3	33,89	75
11,93	33,95	30
11,51	34,83	30
12,08	32,25	35,6
11,78	26,9	17,94
11,93	28,46	24,53
12,41	33,16	47,17
12,59	34,76	52,42
12,76	26,42	59,76
11,96	30,04	30
11,99	26,59	17,19
12,98	35,74	71,85
11,73	35,81	30
12,57	27,11	53,63
12,49	34,78	49,63
12,88	31,55	62,61
12,99	31,44	73,47
13,34	30,75	75
11,68	27,92	22,78
13,42	31,56	75
13,11	26,38	88,63
12,18	35,1	40,77
12,17	31,63	40,13
13,33	32,08	75
12,78	33,65	58,34
11,55	27,1	18,96
12,42	31,17	47,6
12,35	33,58	46,04
12,94	29,76	69,17
11,99	27,73	22,51
11,87	26,92	18,68
12,53	35,27	50,75
11,89	33,14	30
13,08	33,13	75
12,89	30,39	63,3
13,29	33,35	75
12,36	29,67	44,56
13,31	35,79	75
13,17	32,51	75
12,34	31,97	45,11
11,76	31,36	30
13,23	33,05	75
13,39	27,43	83,17
12,84	27,19	66,32
13,37	28,3	80,31
13,1	32,54	75
12,78	32,81	58,62
12,09	28,88	30,84
11,62	29,85	29,53
11,7	27,36	20,38
12,91	26,76	70,61
12,21	34,49	41,61
13,13	29,68	76,21
12,37	26,67	43,84
12,74	27,37	61,39
11,74	33,76	30
11,67	30,66	30
12,36	30,46	46,29
13,29	26,39	89,31
13	31,87	74,73
12,61	32,88	54,02
12,02	26,97	22,52
13,4	31,18	75
12,5	29,43	49,75
13,04	29,84	75,66
11,65	31,27	30
12,62	26,03	53,57
13,41	35,09	75
12,3	31,13	44,6
12,49	35,63	49,85
12,8	32,59	59,45
13,32	32,17	75
12,85	34,38	61,27
12,15	29,52	36,63
13,28	35,32	75
13,29	33,97	75
13,03	34,79	75
12,84	33,34	60,89
13,47	32,6	75
11,78	26,8	17,32
13,48	31,32	75
13,39	34,96	75
11,79	35,31	30
11,93	31,68	30
13,1	35,59	75
12,46	27,08	47,87
11,94	30,61	30
12,18	26,52	36,1
11,62	27,42	20,65
12,69	32,45	56,68
11,92	27,64	21,71
13,31	26,4	89,27
12,47	32,91	48,63
11,55	27,77	22,17
13	31,47	75
11,77	35,53	30
13,13	35,02	75
12,98	34,09	71,74
11,6	27,25	19,79
11,53	28,65	25,39
12,99	32,05	73,63
12,3	33,52	44,7
12,48	27,82	48,44
12,33	31,87	44,83
12,21	30,43	41,72
13,34	33,99	75
13,36	28,92	78,49
11,89	29,31	27,44
13,13	32,27	75
11,94	30,91	30
12,37	31,7	46,13
12,46	29,07	47,79
12,83	34,04	60,04
12,48	26,12	48,91
13,32	26,27	90,64
12,99	34,95	73,23
12,9	35,66	64,37
13,18	32,69	75
11,74	30,24	30
12,59	31,67	52,83
12,64	32,32	55,06
13,29	34,3	75
11,58	34,61	30
12,35	33,57	46,05
12,42	30,54	47,82
11,73	29,4	28
12,96	27,34	76,32
12,36	31,12	46,12
13,14	29,67	76,24
12,48	30,4	49,29
12,76	28,47	62,26
12,53	26,36	51,69
11,74	28,61	25,26
13,12	34,69	75
12,87	28,76	67,59
13,48	28,98	78,31
12,73	35,68	56,55
12,38	28,09	43,4
12,83	31,81	60,3
12,46	35,28	48,88
11,92	30,93	30
11,68	35,11	30
12,32	32,29	44,16
12,78	27,15	63,26
12,64	32,46	55,3
11,77	33,78	30
13,49	27,13	84,43
11,54	26,41	13,23
12,38	34,89	46,86
11,59	31,91	30
12,89	35,92	63,73
12,51	28,02	50,8
12,69	33,74	55,28
11,62	31,6	30
12,14	31,82	38,68
12,09	33,16	35,83
12,82	28,25	65,19
13,45	30,45	75
11,51	26,11	8,93
13,19	27,85	81,69
11,7	35,76	30
12,86	26,36	65,05
11,92	33,14	30
11,6	35,56	30
13,46	26,28	90,75
12,25	33,88	43,28
13,3	26,19	91,66
12,55	34,79	51,31
13,38	29,73	75,89
13,14	35,5	75
13,35	29,52	76,6
13,16	32,93	75
13,4	31,34	75
13,17	29,31	77,44
12,44	26,12	47,3
13,34	28,45	79,85
12,81	35,01	59,36
12,55	30,82	51,44
12,81	31,91	59,39
12,86	29,14	65,57
12,66	30,06	54,41
11,51	32,26	30
12,82	33,11	59,98
13,46	26,81	86,17
12,62	28,84	55,96
12,06	26,06	23,87
12,03	27,33	24,55
12,9	27,12	70,37
13,1	30,48	75
12,12	33,76	37,62
13,05	35,54	75
12,35	34,82	46,03
13,35	35,6	75
11,79	34,03	30
12,29	26,26	41,77
13,3	35,63	75
13,28	26,86	85,89
13,21	29,2	77,74
11,6	32,03	30
12,96	32,9	69,84
12,71	30,73	55,85
12,47	27,14	48,28
11,88	27,71	21,94
13,5	33,12	75
13,44	34,17	75
13,09	27,92	81,47
13	28	81,22
12,67	28,82	58,01
11,63	29,35	27,89
11,6	31,38	30
12,43	35,31	48,08
12,09	29,92	35,64
13,31	31,19	75
11,57	31,13	30
12,53	35,68	50,94
12,9	33,85	63,97
11,75	32,97	30
11,52	34,68	30
12,27	29,85	43,16
12,51	35,5	50,3
12,52	30,68	50,48
13,03	33,8	75
12,4	31,25	47,09
12,62	29,38	55,71
12,76	26,31	59,31
12,47	30,58	49,22
12,54	34,1	51,21
12,51	28,74	50,6
11,88	30,85	30
12,48	30,15	49,37
12,87	30,26	62,22
13,32	28,59	79,46
13,06	28,92	78,89
12,25	34,76	43,22
12,19	31,71	41,11
12,18	26,2	36,74
12,93	28,97	71,08
13,03	30,84	75
12,72	28,93	60,05
12,2	28,39	35,29
11,79	26,15	10,11
12,98	33,21	72,27
12,32	34,95	45,16
13,33	34,8	75
12,83	30,06	60,27
12,93	33,5	66,99
13,11	27,42	83,03
12,42	32,36	46,92
11,68	27,01	18,42
13,3	27,82	81,77
12,66	34,63	54,53
13,04	27,52	82,32
11,96	26,77	18,41
12,21	35,9	41,62
12,76	31,86	57,61
12,65	29,48	56,64
12,85	31	61,36
12,9	28,4	70,98
12,06	26,99	26,5
11,86	33,72	30
11,61	32,25	30
12,87	31,79	62,07
12,56	34,99	51,73
12,13	30,37	38,35
11,91	30,79	30
12,1	35,66	36,47
13,1	28,29	80,33
13,46	34,78	75
11,75	26,62	15,81
12,34	28,92	42,65
12,87	31,15	62,14
12,25	34,54	43,03
11,53	28,78	25,85
13,41	30,04	75
12,38	32,62	44,89
12,45	29,28	47,52
12,33	29	41,85
12,17	31,76	40,04
13,42	29,64	76,18
12,22	35,96	42,25
13,08	27,81	81,81
12,88	29,2	66,98
12,2	32,92	41,51
13,05	26,93	84,35
12,02	31,35	31,37
12,64	29,94	54,15
12,15	26,91	33,36
12,76	35,01	57,28
12,44	31,58	47,95
13,15	29,78	75,81
12,87	33,17	62,29
12,51	26,62	50,47
12,99	31,98	73,8
11,73	30,84	30
13,22	32,48	75
11,64	33,65	30
11,66	35,99	30
13,15	32,53	75
12,04	28,28	26,34
11,61	34,29	30
12,94	28,29	74,71
12,23	27,49	37,01
13,04	31,71	75
13,02	32,34	75
13,29	33,48	75
12,1	33,62	36,57
13,12	33,71	75
11,8	32,55	30
13,24	33,21	75
12,31	29,09	40,92
11,97	31,71	30
13,42	34,86	75
11,56	27,42	20,66
12,11	32,26	37,2
12,24	29,09	38,17
13,37	33,42	75
12,55	32,95	52,04
13,06	33,58	75
11,53	26,52	14,42
12,43	26,94	46,45
12,27	31,61	43,86
12,66	33,9	54,33
12,42	29,29	45,98
13,11	33,72	75
13,15	35,62	75
12,63	31,8	54,08
13,22	27,89	81,57
13,38	32,62	75
11,5	34,19	30
11,58	30,35	30
12,9	34,81	64,34
11,89	29,31	27,46
13,31	31,3	75
13,16	29,69	76,13
12,34	32,01	44,9
13,16	31,73	75
13,49	33,41	75
12,95	35,45	68,31
12,66	28,64	57,43
13,47	33,85	75
11,64	32,5	30
12,57	32,91	52,82
11,84	34,63	30
13,31	35,15	75
13,06	31,56	75
12,84	29,27	64,07
12,13	34,95	38,08
12,28	29,97	44
11,8	27,31	20,12
13,11	28,72	79,25
12,3	34,96	44,67
13,08	28,99	78,64
12,29	34,67	44,27
13,02	35,1	75
13,42	28,6	79,41
12,86	30,09	61,8
12,96	31,93	69,81
13,49	30,68	75
11,93	35,9	30
13,47	28,83	78,75
11,66	31,58	30
11,6	26,86	17,43
12,56	26,07	52,16
13,02	27,09	83,45
11,87	35,37	30
13,11	35,84	75
12,36	29,89	45,8
13,02	30,73	75
13,12	32,31	75
12,23	34,36	42,47
11,93	29,67	28,75
11,86	32,59	30
11,96	33,28	30
12,93	26,12	71,99
11,99	33,41	30
12,48	26,17	48,8
11,5	35,14	30
12,52	33,77	50,74
13	33,89	75
12,28	33,26	44,11
12,64	29,25	56,39
13,19	27,24	83,94
12,38	31,4	46,47
11,74	29,7	29,01
13,19	29,42	77,06
12,56	33,31	51,84
13,15	27,6	82,54
12,58	28,85	53,86
11,63	33,64	30
12,94	29,41	70,5
13,43	35,29	75
13,46	31,29	75
12,17	28,63	33,78
12,43	27,85	45,59
12,07	27,36	27,54
12,9	27,8	70,78
13,19	33,67	75
11,5	26,96	18,14
12,72	29,59	58,02
13,06	32,01	75
11,74	27,6	21,46
12,15	32,31	39,02
11,88	32,58	30
12,98	35,34	71,83
13,26	26,22	91,16
12,53	34,42	50,93
12,14	34,91	38,55
12,63	30,49	53,58
11,5	35,78	30
12,17	28,25	33,87
13,09	27,52	82,62
12,89	34,46	63,29
12,29	27,99	39,69
13,41	34,53	75
12,98	34,73	72,71
12,51	27,33	50,81
12,54	29,49	52,15
12,24	31,43	42,86
12,1	33,41	36,84
13,49	32,61	75
12,26	26,71	39,3
12,36	34,16	46,29
12,5	34,07	49,98
13,23	27,7	82,2
13,14	34,1	75
12,52	35,49	50,55
12,06	27,79	27,13
12,58	30,81	52,18
12,74	28,98	61,44
13,33	26,96	85,33
12,97	27,73	77,8
12,7	27,31	59,12
11,62	30,13	30
12,48	28,83	48,73
13,19	29,03	78,24
12,75	35,63	57,19
13,26	29,83	75,59
13,31	33,83	75
11,8	34,32	30
12,93	31,5	66,93
12,48	27,48	49,08
11,55	34,17	30
13,18	29,32	77,4
12,04	35,5	33,28
11,89	32,01	30
13,3	27,81	81,83
12,37	28,95	43,8
12,41	26,63	45,54
12,84	32,13	60,6
12,59	35,39	52,41
12,22	32,98	42,12
13,25	34,38	75
11,84	33,8	30
11,51	30,03	30
12,69	26,92	59,01
12,92	26,22	70,45
12,56	28,3	53,4
12,93	30,27	66,67
12,48	34,9	49,56
13,28	32,16	75
11,8	28,74	25,71
11,54	35,97	30
12,03	33,48	31,97
12,23	26,08	39,6
12,95	27,57	75,21
13,14	34,96	75
12,72	32,89	56,82
11,7	29,67	28,92
11,59	27,45	20,8
12,21	31,07	41,94
13,33	33,74	75
12,37	30,38	46,39
11,99	30,85	30
11,97	35,9	30
11,77	30,26	30
12,28	27,81	39,53
13,15	33,39	75
12,56	33,36	51,83
12,7	31,67	55,68
11,75	34,18	30
11,81	28,44	24,66
12,02	27,82	24,57
12,17	31,19	40,25
12,75	29,36	60,16
13,35	31,77	75
11,95	30,73	30
12,06	27,38	26,44
12,59	35,22	52,43
12,97	34,08	70,95
12,07	26,93	27
12,41	29,71	46,05
12,43	28,1	45,57
12,94	27,56	74,38
11,97	28,94	25,85
12,24	26,53	39,24
12,83	32,46	60,04
12,58	27,54	54,4
11,51	31,63	30
11,93	29,9	29,6
12,16	29,52	37,11
12,44	30,8	48,38
11,96	27,14	20,4
13,26	32,4	75
13,49	27,4	83,27
11,85	27,91	22,72
12,05	29,83	32,81
13,43	32,06	75
12,39	31,01	46,97
11,66	27,57	21,34
13,31	28,49	79,74
13,32	32,18	75
12,71	27,61	59,63
12,13	33,06	38,19
12,57	26,85	53,3
12,22	33,23	42,07
11,94	30,76	30
12,21	27,17	36,19
12,64	33,21	54,1
11,72	27,63	21,59
12,13	27,46	31,29
13,22	32,11	75
12,43	32,86	47,21
12,69	26,11	55,94
12,19	33,29	40,83
13,11	30,81	75
13,49	32,94	75
11,58	29,58	28,64
12,32	33	44,57
12,41	26,02	46,66
13,32	29,6	76,33
11,8	31,59	30
13,29	33,82	75
11,54	28,38	24,44
13,11	34,91	75
12,59	28,85	54,4
13,36	33,98	75
12,48	32,54	49,22
12,98	35,69	72,6
12,29	35,04	44,41
13,41	31,43	75
12,27	33,77	43,85
11,92	29,38	27,63
11,69	34,44	30
11,67	31,73	30
11,67	34,38	30
12,3	36	44,69
12,57	34,85	52,1
13,13	30,47	75
13,36	27,02	84,97
11,86	32,37	30
11,74	35,2	30
12,74	32,7	58,28
12,36	26,58	43,29
13,05	33,42	75
13,4	29,45	76,81
13,34	34,96	75
11,99	32,72	30
12,49	26,35	49,26
